C,Scientific Name,Common Name,Family,native
10,Tectaria heracleifolia,Broad Halberd Fern,Dryopteridaceae,native
10,Tectaria x amesiana,Ames' Halberd Fern,Dryopteridaceae,native
4,Tephrosia angustissima var. corallicola,Coral Hoarypea,Fabaceae,native
2,Tephrosia angustissima var. curtissii,Curtiss' Hoarypea,FABACEAE,native
7,Tephrosia chrysophylla,Scurf Hoarypea,Fabaceae,native
8,Tephrosia florida,Florida Hoarypea,Fabaceae,native
5,Tephrosia hispidula,Sprawling Hoarypea,Fabaceae,native
7,Tephrosia rugelii,Rugel's Hoarypea,Fabaceae,native
8,Tephrosia spicata,Spiked Hoarypea,Fabaceae,native
10,Tetrazygia bicolor,Florida Clover Ash; Tetrazygia,Melastomataceae,native
4,Teucrium canadense,Woodsage; Canadian Germander,Lamiaceae,native
8,Thalassia testudinum,Turtlegrass,Hydrocharitaceae,native
9,Thalassia testudinum,Turtlegrass,Hydrocharitaceae,native
4,Thalia geniculata,Alligatorflag; Fireflag,Marantaceae,native
6,Thelypteris augescens,Abrupt-Tip Maiden Fern,Thelypteridaceae,native
10,Thelypteris grandis,Stately Maiden Fern,Thelypteridaceae,native
5,Thelypteris hispidula var. versicolor,Hairy Maiden Fern,Thelypteridaceae,native
7,Thelypteris interrupta,Hottentot Fern; Willdenow's Fern,Thelypteridaceae,native
2,Thelypteris kunthii,Southern Shield Fern,Thelypteridaceae,native
6,Thelypteris ovata,Ovate Marsh Fern,Thelypteridaceae,native
8,Thelypteris palustris var. pubescens,Marsh Fern,Thelypteridaceae,native
10,Thelypteris patens,Grid-Scale Maiden Fern,Thelypteridaceae,native
10,Thelypteris reptans,Creeping Star-Hair Fern,Thelypteridaceae,native
4,Thelypteris reticulata,Lattice-Vein Fern,Thelypteridaceae,native
10,Thelypteris sclerophylla,Stiff Star-Hair Fern,Thelypteridaceae,native
4,Thelypteris serrata,Toothed Lattice-Vein Fern,Thelypteridaceae,native
7,Thrinax morrisii,Brittle Thatch Palm; Key Thatch Palm,Arecaceae,native
7,Thrinax radiata,Florida Thatch Palm,Arecaceae,native
4,Tillandsia balbisiana,Reflexed Wild Pine,Bromeliaceae,native
2,Tillandsia fasciculata,Cardinal Airplant,Bromeliaceae,native
10,Tillandsia fasciculata var. clavispica,Clubspike cardinal airplant,Bromeliaceae,native
4,Tillandsia fasciculata var. densispica,Stiff-Leaved Wild Pine,Bromeliaceae,native
8,Tillandsia flexuosa,Twisted Airplant; Banded Airplant,Bromeliaceae,native
8,Tillandsia paucifolia,Potbelly Airplant,Bromeliaceae,native
10,Tillandsia pruinosa,Fuzzywuzzy Airplant; Hoary Airplant,Bromeliaceae,native
2,Tillandsia recurvata,Ballmoss,Bromeliaceae,native
7,Tillandsia setacea,Southern Needleleaf,Bromeliaceae,native
2,Tillandsia usneoides,Spanish Moss,Bromeliaceae,native
3,Tillandsia utriculata,Giant Airplant; Giant Wild Pine,Bromeliaceae,native
9,Tillandsia variabilis,Leatherleaf Airplant; Soft-Leaved Wild Pine,Bromeliaceae,native
9,Tillandsia x smalliana,Reddish Wild-Pine,Bromeliaceae,native
10,Tolumnia bahamensis,Variegated Orchid; Angelita,Orchidaceae,native
9,Tournefortia hirsutissima,Chiggery Grapes,Boraginaceae,native
5,Tournefortia volubilis,Twining Soldierbush,Boraginaceae,native
3,Toxicodendron radicans,Eastern Poison Ivy,Anacardiaceae,native
8,Tragia saxicola,Florida Keys Noseburn; Rocklands Noseburn,Euphorbiaceae,native
7,Tragia urens,Wavyleaf Noseburn,Euphorbiaceae,native
5,Trema lamarckianum,Pain-In-The-Back; West Indian Trema,Celtidaceae,native
3,Trema micranthum,Nettletree,Celtidaceae,native
8,Triadenum virginicum,Virginia Marsh St.John's-Wort,Clusiaceae,native
1,Trianthema portulacastrum,Desert Horsepurslane,Aizoaceae,native
10,Trichocentrum carthagenense,Coot Bay Dancinglady Orchid,Orchidaceae,native
10,Trichocentrum undulatum,Cape Sable Dancinglady Orchid,Orchidaceae,native
10,Trichomanes holopterum,Entire-Winged Bristle Fern,Hymenophyllaceae,native
10,Trichomanes krausii,Kraus' Bristle Fern; Treemoss Bristle Fern,Hymenophyllaceae,native
10,Trichomanes lineolatum,Lined Bristle Fern,Hymenophyllaceae,native
10,Trichomanes punctatum subsp. floridanum,Florida Bristle Fern,Hymenophyllaceae,native
4,Trichostema dichotomum,Forked Bluecurls,Lamiaceae,native
9,Trichostigma octandrum,Hoopvine,Petiveriaceae,native
0,Tridens flavus,Tall Redtop; Purpletop Tridens,Fabaceae,native
7,Triglochin striata,Arrowgrass,Juncaginaceae,native
8,Triphora craigheadii,Craighead's Noddingcaps; Craighead's Orchid,Orchidaceae,native
0,Triphora gentianoides,Gentian Noddingcaps,Poaceae,native
7,Triplasis americana,Perennial Sandgrass,Poaceae,native
8,Triplasis purpurea,Purple Sandgrass,Poaceae,native
4,Tripsacum dactyloides,Eastern Gamagrass; Fakahatcheegrass,Poaceae,native
9,Tripsacum floridanum,Florida Mock Gamagrass; Florida Tripsacum,Poaceae,native
10,Tropidia polystachya,Young Palm Orchid,Orchidaceae,native
2,Typha domingensis,Southern Cattail,Typhaceae,native
2,Typha latifolia,Broadleaf Cattail,Typhaceae,native
9,Ulmus americana,American Elm,Ulmaceae,native
10,Uniola paniculata,Seaoats,Poaceae,native
2,Urochloa adspersa,Dominican Signalgrass,Poaceae,native
0,Urtica chamaedryoides,Heartleaf Nettle,Orchidaceae,native
10,Utricularia amethystina,Florida Purple Bladderwort,Lentibulariaceae,native
6,Utricularia cornuta,Horned Bladderwort,Lentibulariaceae,native
4,Utricularia foliosa,Leafy Bladderwort,Lentibulariaceae,native
8,Utricularia gibba,Humped Bladderwort,Lentibulariaceae,native
7,Utricularia inflata,Floating Bladderwort,Lentibulariaceae,native
7,Utricularia juncea,Southern Bladderwort,Lentibulariaceae,native
6,Utricularia purpurea,Eastern Purple Bladderwort,Lentibulariaceae,native
8,Utricularia radiata,Little Floating Bladderwort,Lentibulariaceae,native
6,Utricularia resupinata,Small Purple Bladderwort,Lentibulariaceae,native
8,Utricularia simulans,Fringed Bladderwort,Lentibulariaceae,native
7,Utricularia subulata,Zigzag Bladderwort,Lentibulariaceae,native
9,Vaccinium arboreum,Sparkleberry; Farkleberry,Ericaceae,native
10,Vaccinium corymbosum,Highbush Blueberry,Ericaceae,native
8,Vaccinium darrowii,Darrow's Blueberry,Ericaceae,native
7,Vaccinium myrsinites,Shiny Blueberry,Ericaceae,native
9,Vaccinium stamineum,Deerberry,Ericaceae,native
9,Vallesia antillana,Tearshrub,Apocynaceae,native
4,Vallisneria americana,Tapegrass; American Eelgrass,Hydrocharitaceae,native
10,Vanilla barbellata,Wormvine Orchid,Orchidaceae,native
10,Vanilla dilloniana,Leafless Vanilla; Mrs. Lott's Vanilla,Orchidaceae,native
10,Vanilla mexicana,Mexican Vanilla; Unscented Vanilla,Orchidaceae,native
10,Vanilla phaeantha,Leafy Vanilla,Orchidaceae,native
4,Verbena scabra,Sandpaper Vervain; Harsh Vervain,Verbenaceae,native
4,Verbesina virginica,White Crownbeard; Frostweed,Asteraceae,native
8,Vernonia blodgettii,Florida Ironweed; Blodgett's Ironweed,Asteraceae,native
0,Veronica peregrina,Neckweed,Urticaceae,native
8,Viburnum obovatum,Walter's Viburnum; Small-Leaf Viburnum,Adoxaceae,native
2,Vicia acutifolia,Fourleaf Vetch,Fabaceae,native
2,Vigna luteola,Hairypod Cowpea,Fabaceae,native
6,Viola lanceolata,Bog White Violet,Violaceae,native
2,Viola sororia,Common Blue Violet,Violaceae,native
5,Vitis aestivalis,Summer Grape,Vitaceae,native
4,Vitis cinerea var. floridana,Florida Grape,Vitaceae,native
3,Vitis rotundifolia,Muscadine,Vitaceae,native
4,Vitis shuttleworthii,Calloose Grape,Vitaceae,native
7,Vittaria lineata,Shoestring Fern,Vittariaceae,native
10,Voyria parasitica,Parasitic Ghostplant,Gentianaceae,native
2,Waltheria indica,Sleepy Morning,Malvaceae,native
5,Wolffiella gladiata,Florida Mudmidget,Araceae,native
5,Wolffiella oblonga,Saber Mudmidget,Araceae,native
9,Woodwardia areolata,Netted Chain Fern,Blechnaceae,native
7,Woodwardia virginica,Virginia Chain Fern,Blechnaceae,native
7,Ximenia americana,Tallow Wood; Hog Plum,Olacaceae,native
8,Xyris ambigua,Coastalplain Yelloweyed Grass,Xyridaceae,native
7,Xyris brevifolia,Shortleaf Yelloweyed Grass,Xyridaceae,native
9,Xyris caroliniana,Carolina Yelloweyed Grass,Xyridaceae,native
6,Xyris elliottii,Elliott's Yelloweyed Grass,Xyridaceae,native
9,Xyris fimbriata,Fringed Yelloweyed Grass,Xyridaceae,native
7,Xyris flabelliformis,Savannah Yelloweyed Grass,Xyridaceae,native
6,Xyris floridana,Florida Yelloweyed Grass,Xyridaceae,native
8,Xyris platylepis,Tall Yelloweyed Grass,Xyridaceae,native
5,Xyris smalliana,Small's Yelloweyed Grass,Xyridaceae,native
4,Yucca aloifolia,Spanish Bayonet; Aloe Yucca,Agavaceae,native
7,Yucca filamentosa,Adam's Needle,Agavaceae,native
9,Zamia pumila,Florida Arrowroot; Coontie,Zamiaceae,native
7,Zanthoxylum clava-herculis,Hercules'-Club,Rutaceae,native
10,Zanthoxylum coriaceum,Biscayne Pricklyash; Leathery Pricklyash,Rutaceae,native
7,Zanthoxylum fagara,Wild Lime; Lime Pricklyash,Rutaceae,native
8,Zephyranthes simpsonii,Redmargin Zephyrlily; Simpson's Zephyrlily,Amaryllidaceae,native
7,Zizaniopsis miliacea,Southern Wild Rice; Giant Cutgrass,Poaceae,native
9,Zornia bracteata,Viperina,Fabaceae,native
0,Abrus precatorius,Rosary Pea; Blackeyed Susan,Fabaceae,Exotic
0,Abutilon hirtum,Florida Keys Indian Mallow,Malvaceae,Exotic
0,Abutilon theophrasti,Velvetleaf; Butterprint,Malvaceae,Exotic
0,Acacia auriculiformis,Earleaf Acacia,Fabaceae,Exotic
0,Acacia retinodes,Water Wattle,Fabaceae,Exotic
0,Acacia sphaerocephala,Bee Wattle,Fabaceae,Exotic
0,Acalypha alopecuroidea,Foxtail Copperleaf,Euphorbiaceae,Exotic
0,Acalypha amentacea subsp. wilkesiana,Wilkes' Copperleaf,Euphorbiaceae,Exotic
0,Acalypha arvensis,Field Copperleaf,Euphorbiaceae,Exotic
0,Acalypha setosa,Cuban Copperleaf,Euphorbiaceae,Exotic
0,Acanthospermum hispidum,Hispid Starburr,Asteraceae,Exotic
0,Achyranthes aspera,Devil's Horsewhip,Amaranthaceae,Exotic
0,Achyranthes aspera var. pubescens,Devil's Horsewhip,Amaranthaceae,Exotic
0,Acmella pilosa,Hairy Spotflower,Asteraceae,Exotic
0,Adenanthera pavonina,Red Beadtree; Red Sandalwood,Fabaceae,Exotic
0,Adiantum anceps,Double-Edge Maidenhair,Pteridaceae,Exotic
0,Adiantum caudatum,Tailed Maidenhair,Pteridaceae,Exotic
0,Adiantum trapeziforme,Diamond Maidenhair,Pteridaceae,Exotic
0,Aeschynomene indica,Indian Jointvetch,Fabaceae,Exotic
0,Agave americana,American Century Plant,Agavaceae,Exotic
0,Agave desmettiana,Dwarf Century Plant,Agavaceae,Exotic
0,Agave sisalana,Sisal Hemp,Agavaceae,Exotic
0,Agave vivipara,Century Plant,Agavaceae,Exotic
0,Agdestis clematidea,Rockroot,Agdestidaceae,Exotic
0,Ageratum conyzoides,Tropical Whiteweed,Asteraceae,Exotic
0,Ageratum houstonianum,Bluemink,Asteraceae,Exotic
0,Aglaonema commutatum var. maculatum,Chinese Evergreen,Araceae,Exotic
0,Albizia lebbeck,Woman's Tongue,Fabaceae,Exotic
0,Albizia lebbekoides,Indian Albizia,Fabaceae,Exotic
0,Albizia procera,Tall Albizia,Fabaceae,Exotic
0,Aleurites moluccanus,Candlenut Tree; Indian Walnut,Euphorbiaceae,Exotic
0,Allamanda cathartica,Golden Trumpet; Brownbud Allamanda,Apocynaceae,Exotic
0,Alocasia macrorrhizos,Giant Taro,Araceae,Exotic
0,Alocasia odora,Taro,Araceae,Exotic
0,Aloe vera,Aloe,Asphodelaceae,Exotic
0,Alpinia zerumbet,Shellflower; Shell Ginger,Zingiberaceae,Exotic
0,Alstonia macrophylla,Deviltree,Apocynaceae,Exotic
0,Alstonia scholaris,Dita; White Cheesewood,Apocynaceae,Exotic
0,Alternanthera brasiliana,Brazilian Joyweed,Amaranthaceae,Exotic
0,Alternanthera ficoidea,Slender Joyweed,Amaranthaceae,Exotic
0,Alternanthera flavescens,Yellow Joyweed,Amaranthaceae,Exotic
0,Alternanthera paronichyoides,Smooth Joyweed,Amaranthaceae,Exotic
0,Alternanthera philoxeroides,Alligatorweed,Amaranthaceae,Exotic
0,Alternanthera sessilis,Sessile Joyweed,Amaranthaceae,Exotic
0,Alysicarpus ovalifolius,False Moneywort; Alyce Clover,Fabaceae,Exotic
0,Alysicarpus rugosus,Red Moneywort,Fabaceae,Exotic
0,Alysicarpus vaginalis,White Moneywort,Fabaceae,Exotic
0,Amaranthus blitum subsp. emarginatus,Purple Amaranth,Amaranthaceae,Exotic
0,Amaranthus hybridus,Slim Amaranth; Pigweed,Amaranthaceae,Exotic
0,Amaranthus polygonoides,Tropical Amaranth,Amaranthaceae,Exotic
0,Amaranthus retroflexus,Red Amaranth; Rough Pigweed,Amaranthaceae,Exotic
0,Amaranthus spinosus,Spiny Amaranth,Amaranthaceae,Exotic
0,Amaranthus viridis,Slender Amaranth,Amaranthaceae,Exotic
0,Ammi majus,Large Bullwort,Apiaceae,Exotic
0,Anagallis arvensis,Scarlet Pimpernel,Primulaceae,Exotic
0,Andropogon bicornis,Barbas De Indio,Poaceae,Exotic
0,Angelonia angustifolia,Narrowleaf Angelon,Veronicaceae,Exotic
0,Aniseia martinicensis,Whitejacket,Convolvulaceae,Exotic
0,Annona squamosa,Sugar Apple,Annonaceae,Exotic
0,Anredera cordifolia,Heartleaf Madeiravine,Basellaceae,Exotic
0,Anredera vesicaria,Texas Madeiravine,Basellaceae,Exotic
0,Antigonon leptopus,Coral Vine; Queen's Jewels,Polygonaceae,Exotic
0,Apium graveolens,Wild Celery,Apiaceae,Exotic
0,Arachis hypogaea,Peanut,Fabaceae,Exotic
0,Arachis prostrata,Grassnut,Fabaceae,Exotic
0,Ardisia elliptica,Shoebutton,Myrsinaceae,Exotic
0,Argyreia nervosa,Woolly Morning-Glory; Elephant Creeper,Convolvulaceae,Exotic
0,Aristolochia littoralis,Elegant Dutchman's-Pipe; Calico Flower,Aristolochiaceae,Exotic
0,Aristolochia maxima,Dutchman's-Pipe,Aristolochiaceae,Exotic
0,Aristolochia ringens,Gaping Dutchman's-Pipe,Aristolochiaceae,Exotic
0,Artemisia stelleriana,Dusty Miller,Asteraceae,Exotic
0,Arundo donax,Giant Reed,Poaceae,Exotic
0,Asclepias curassavica,Scarlet Milkweed; Bloodflower,Apocynaceae,Exotic
0,Asparagus aethiopicus,Sprenger's Asparagus-Fern,Asparagaceae,Exotic
0,Asparagus setaceus,Common Asparagus-Fern,Asparagaceae,Exotic
0,Asystasia gangetica,Chinese Violet,Acanthaceae,Exotic
0,Avena fatua var. sativa,Common Oats,Poaceae,Exotic
0,Bambusa multiplex,Hedge Bamboo; Silverstripe Bamboo,Poaceae,Exotic
0,Bambusa vulgaris,Common Bamboo,Poaceae,Exotic
0,Barleria cristata,Crested Philippine Violet,Acanthaceae,Exotic
0,Barleria lupulina,Hophead Philippine Violet,Acanthaceae,Exotic
0,Bauhinia aculeata,White Orchid Tree,Fabaceae,Exotic
0,Bauhinia purpurea,Purple Orchid Tree; Butterfly Tree,Fabaceae,Exotic
0,Bauhinia variegata,Orchid Tree; Mountain Ebony,Fabaceae,Exotic
0,Bauhinia yunnanensis,Yunnan Bauhinia,Fabaceae,Exotic
0,Begonia cucullata,Wax Begonia; Club Begonia,Begoniaceae,Exotic
0,Begonia hirtella,Brazilian Begonia,Begoniaceae,Exotic
0,Billbergia pyramidalis,Foolproofplant,Bromeliaceae,Exotic
0,Bischofia javanica,Javanese Bishopwood,Euphorbiaceae,Exotic
0,Blechum pyramidatum,Browne's Blechum,Acanthaceae,Exotic
0,Bletia florida,Slender Pinepink,Orchidaceae,Exotic
0,Boehmeria nivea,Ramie,Urticaceae,Exotic
0,Bontia daphnoides,White Alling,Myoporaceae,Exotic
0,Bothriochloa ischaemum var. songarica,King Ranch Bluestem; Yellow Bluestem,Poaceae,Exotic
0,Bothriochloa pertusa,Pitted Beardgrass,Poaceae,Exotic
0,Bouteloua dimorpha,Acapulcograss,Poaceae,Exotic
0,Brassica juncea,India Mustard; Leaf Mustard,Brassicaceae,Exotic
0,Brassica napus,Rape,Brassicaceae,Exotic
0,Brassica rapa,Rape; Turnip,Brassicaceae,Exotic
0,Breynia disticha,Snowbush,Euphorbiaceae,Exotic
0,Brosimum alicastrum,Breadnut,Moraceae,Exotic
0,Broussonetia papyrifera,Paper Mulberry,Moraceae,Exotic
0,Browallia americana,Jamaican Forget-Me-Not; Bushviolet,Solanaceae,Exotic
0,Brugmansia suaveolens,Angel's Trumpet,Solanaceae,Exotic
0,Bucida buceras,Black Olive,Combretaceae,Exotic
0,Buddleja indica,Indoor Oak,Buddlejaceae,Exotic
0,Buddleja lindleyana,Lindley's Butterflybush,Buddlejaceae,Exotic
0,Bulbostylis barbata,Watergrass,Cyperaceae,Exotic
0,Cabomba haynesii,Fishgrass,Cabombaceae,Exotic
0,Caesalpinia crista,Yellow Nicker,Fabaceae,Exotic
0,Caesalpinia pulcherrima,Pride-Of-Barbados; Dwarf Poinciana,Fabaceae,Exotic
0,Cajanus cajan,Pigeonpea,Fabaceae,Exotic
0,Calliandra haematocephala,Powderpuff Tree,Fabaceae,Exotic
0,Callisia fragrans,Basketplant,Commelinaceae,Exotic
0,Callisia repens,Creeping Inchplant,Commelinaceae,Exotic
0,Callistemon viminale,Bottlebrush,Myrtaceae,Exotic
0,Callitris glaucophylla,White Cypress-Pine,Cupressaceae,Exotic
0,Calophyllum antillanum,Santa Maria; Galba,Clusiaceae,Exotic
0,Calophyllum inophyllum,Alexandrian Laurel,Clusiaceae,Exotic
0,Calyptocarpus vialis,Straggler Daisy,Asteraceae,Exotic
0,Canavalia brasiliensis,Brazilian Jackbean,Fabaceae,Exotic
0,Canavalia ensiformis,Wonderbean; Jackbean,Fabaceae,Exotic
0,Canna indica,Indian Shot,Cannaceae,Exotic
0,Canna x generalis,Garden Canna,Cannaceae,Exotic
0,Cannabis sativa,Hemp; Marijuana,Cannabaceae,Exotic
0,Caperonia palustris,Sacatrapo,Euphorbiaceae,Exotic
0,Capsella bursa-pastoris,Shepherd's Purse,Brassicaceae,Exotic
0,Cardiospermum halicacabum,Love-In-A-Puff,Sapindaceae,Exotic
0,Carica papaya,Papaya,Caricaceae,Exotic
0,Carissa macrocarpa,Natal Plum,Apocynaceae,Exotic
0,Carmona microphylla,Fukien Tea,Boraginaceae,Exotic
0,Carpobrotus edulis,Common Hottentot Fig,Aizoaceae,Exotic
0,Caryota mitis,Burmese Fishtail Palm,Arecaceae,Exotic
0,Caryota urens,Fishtail Palm,Arecaceae,Exotic
0,Casearia nitida,Smooth Casearia,Flacourtiaceae,Exotic
0,Cassia fistula,Golden Shower,Fabaceae,Exotic
0,Cassia javanica var. indochinensis,Pink Shower,Fabaceae,Exotic
0,Casuarina cunninghamiana,River Sheoak,Casuarinaceae,Exotic
0,Casuarina equisetifolia,Australian-Pine; Horsetail Casuarina,Casuarinaceae,Exotic
0,Casuarina glauca,Gray Sheoak; Suckering Australian-Pine,Casuarinaceae,Exotic
0,Catharanthus roseus,Madagascar Periwinkle,Apocynaceae,Exotic
0,Cecropia palmata,Trumpet Tree,Cecropiaceae,Exotic
0,Celastrus paniculatus,Staff-Vine,Celastraceae,Exotic
0,Cenchrus ciliaris,Buffelgrass,Poaceae,Exotic
0,Centratherum punctatum,Larkdaisy,Asteraceae,Exotic
0,Ceratopteris thalictroides,Watersprite,Pteridaceae,Exotic
0,Cestrum diurnum,Dayflowering Jessamine,Solanaceae,Exotic
0,Cestrum nocturnum,Nightflowering Jessamine,Solanaceae,Exotic
0,Chamaecrista pilosa,Hairy Sensitive Pea,Fabaceae,Exotic
0,Chamaedorea seifrizii,Bamboo Palm,Arecaceae,Exotic
0,Chamaesyce lasiocarpa,Roadside Sandmat,Euphorbiaceae,Exotic
0,Chamaesyce mendezii,Mendez's Sandmat,Euphorbiaceae,Exotic
0,Chenopodium album,Lamb's-Quarters,Amaranthaceae,Exotic
0,Chenopodium ambrosioides,Mexican Tea,Amaranthaceae,Exotic
0,Chenopodium glaucum,Oakleaf Goosefoot,Amaranthaceae,Exotic
0,Chenopodium murale,Nettleleaf Goosefoot,Amaranthaceae,Exotic
0,Chloris radiata,Radiate Fingergrass,Poaceae,Exotic
0,Cinnamomum camphora,Camphortree,Lauraceae,Exotic
0,Citrullus lanatus,Watermelon; Citron,Cucurbitaceae,Exotic
0,Citrus medica,Citron,Rutaceae,Exotic
0,Citrus x aurantiifolia,Key Lime,Rutaceae,Exotic
0,Citrus x aurantium,Sour Orange; Grapefruit; Sweet Orange,Rutaceae,Exotic
0,Citrus x limon,Lemon,Rutaceae,Exotic
0,Cleome gynandra,Spiderwisp,Brassicaceae,Exotic
0,Cleome hassleriana,Pinkqueen Spiderflower,Brassicaceae,Exotic
0,Cleome rutidosperma,Fringed Spiderflower,Brassicaceae,Exotic
0,Clerodendrum bungei,Rose Glorybower,Lamiaceae,Exotic
0,Clerodendrum chinense,Stickbush,Lamiaceae,Exotic
0,Clerodendrum glabrum,Natal Glorybower,Lamiaceae,Exotic
0,Clerodendrum indicum,Turk's Turban; Skyrocket,Lamiaceae,Exotic
0,Clerodendrum kaempferi,Kaempfer's Glorybower,Lamiaceae,Exotic
0,Clerodendrum speciosissimum,Javanese Glorybower,Lamiaceae,Exotic
0,Clerodendrum x speciosum,Java Glory Bean; Pagoda Flower,Lamiaceae,Exotic
0,Clitoria ternatea,Asian Pigeonwings,Fabaceae,Exotic
0,Coccinia grandis,Ivy Gourd; Scarletfruit Ivy Gourd,Cucurbitaceae,Exotic
0,Cocos nucifera,Coconut Palm,Arecaceae,Exotic
0,Coleus pumilus,Dwarf Coleus,Lamiaceae,Exotic
0,Colocasia esculenta,Wild Taro; Dasheen; Coco Yam,Araceae,Exotic
0,Colubrina asiatica,Latherleaf; Asian Nakedwood,Rhamnaceae,Exotic
0,Commelina caroliniana,Carolina Dayflower,Commelinaceae,Exotic
0,Commelina diffusa,Common Dayflower,Commelinaceae,Exotic
0,Commelina diffusa var. gigas,Climbing Dayflower,Commelinaceae,Exotic
0,Commelina forskaolii,Rat's Ear,Commelinaceae,Exotic
0,Commelina gambiae,Gambian Dayflower,Commelinaceae,Exotic
0,Conobea multifida,Narrowleaf Paleseed,Veronicaceae,Exotic
0,Conyza laevigata,Manzanilla Horseweed,Asteraceae,Exotic
0,Corchorus hirsutus,Jackswitch; Woolly Corchorus; Cadillo,Malvaceae,Exotic
0,Cordia curassavica,Black Sage,Boraginaceae,Exotic
0,Cordia dichotoma,Fragrant Manjack,Boraginaceae,Exotic
0,Cordia sebestena,Largeleaf Geigertree,Boraginaceae,Exotic
0,Cornutia grandifolia,Azulejo,Lamiaceae,Exotic
0,Coronilla varia,Purple Crownvetch,Fabaceae,Exotic
0,Coronopus didymus,Lesser Swinecress,Brassicaceae,Exotic
0,Cosmos bipinnatus,Garden Cosmon,Asteraceae,Exotic
0,Crassocephalum crepidioides,Redflower Ragleaf,Asteraceae,Exotic
0,Crinum asiaticum,Poisonbulb,Amaryllidaceae,Exotic
0,Crinum bulbispermum,Milk-And-Wine Lily,Amaryllidaceae,Exotic
0,Crotalaria incana,Shakeshake,Fabaceae,Exotic
0,Crotalaria juncea,Sunn Hemp,Fabaceae,Exotic
0,Crotalaria lanceolata,Lanceleaf Rattlebox,Fabaceae,Exotic
0,Crotalaria pallida var. obovata,Smooth Rattlebox,Fabaceae,Exotic
0,Crotalaria retusa,Rattleweed,Fabaceae,Exotic
0,Crotalaria spectabilis,Showy Rattlebox,Fabaceae,Exotic
0,Crotalaria trichotoma,West Indian Rattlebox,Fabaceae,Exotic
0,Crotalaria verrucosa,Blue Rattlebox,Fabaceae,Exotic
0,Cryptostegia madagascariensis,Madagascar Rubbervine,Apocynaceae,Exotic
0,Cucumis melo,Cantaloupe,Cucurbitaceae,Exotic
0,Cucurbita moschata,Seminole Pumpkin; Crookneck Squash,Cucurbitaceae,Exotic
0,Cupaniopsis anacardioides,Carrotwood,Sapindaceae,Exotic
0,Cuphea carthagenensis,Colombian Waxweed,Lythraceae,Exotic
0,Cuphea strigulosa,Stiffhair Waxweed,Lythraceae,Exotic
0,Curculigo capitulata,Giant Palm-Grass,Hypoxidaceae,Exotic
0,Cyanthillium cinereum,Little Ironweed,Asteraceae,Exotic
0,Cyathea cooperi,Cooper's Cyathea,Cyatheaceae,Exotic
0,Cyclospermum leptophyllum,Marsh Parsley,Apiaceae,Exotic
0,Cydista aequinoctialis,Garlic Vine,Bignoniaceae,Exotic
0,Cymbopogon citratus,Lemongrass,Poaceae,Exotic
0,Cynodon dactylon,Bermudagrass,Poaceae,Exotic
0,Cynoglossum zeylanicum,Ceylon Hound's Tongue,Boraginaceae,Exotic
0,Cyperus difformis,Variable Flatsedge,Cyperaceae,Exotic
0,Cyperus esculentus,Yellow Nutgrass; Chufa Flatsedge,Cyperaceae,Exotic
0,Cyperus hyalinus,Queensland Flatsedge; Peduncled Spikesedge,Cyperaceae,Exotic
0,Cyperus involucratus,Umbrella Plant,Cyperaceae,Exotic
0,Cyperus iria,Ricefield Flatsedge,Cyperaceae,Exotic
0,Cyperus lanceolatus,Epiphytic Flatsedge,Cyperaceae,Exotic
0,Cyperus ochraceus,Pond Flatsedge,Cyperaceae,Exotic
0,Cyperus papyrus,Papyrus Flatsedge,Cyperaceae,Exotic
0,Cyperus prolifer,,Cyperaceae,Exotic
0,Cyperus pumilus,Low Flatsedge,Cyperaceae,Exotic
0,Cyperus rotundus,Nutgrass,Cyperaceae,Exotic
0,Cyperus sphacelatus,Roadside Flatsedge,Cyperaceae,Exotic
0,Cyperus unioloides,Uniola Flatsedge,Cyperaceae,Exotic
0,Cypselea humifusa,Panal,Aizoaceae,Exotic
0,Cyrtopodium polyphyllum,Parana Cowhorn Orchid; Yellow Cowhorn Orchid,Orchidaceae,Exotic
0,Dactyloctenium aegyptium,Durban Crowfootgrass,Poaceae,Exotic
0,Dalbergia sissoo,Indian Rosewood,Fabaceae,Exotic
0,Dalechampia scandens,Spurgecreeper,Euphorbiaceae,Exotic
0,Delonix regia,Royal Poinciana,Fabaceae,Exotic
0,Desmanthus leptophyllus,Slenderleaf Bundleflower,Fabaceae,Exotic
0,Desmanthus virgatus,Wild Tantan,Fabaceae,Exotic
0,Desmodium incanum,Zarzabacoa Comun,Fabaceae,Exotic
0,Desmodium scorpiurus,Scorpion Ticktrefoil,Fabaceae,Exotic
0,Desmodium tortuosum,Dixie Ticktrefoil,Fabaceae,Exotic
0,Desmodium triflorum,Threeflower Ticktrefoil,Fabaceae,Exotic
0,Dianella ensifolia,Cerulean Flaxlily,Hemerocallidaceae,Exotic
0,Dichanthium aristatum,Angleton's Bluestem,Poaceae,Exotic
0,Dichanthium sericeum,Queensland Bluestem,Poaceae,Exotic
0,Dichondra micrantha,Smallflowered Ponysfoot,Convolvulaceae,Exotic
0,Dichrostachys cinerea subsp. africana,Aroma,Fabaceae,Exotic
0,Dieffenbachia seguine,Dumb Cane,Araceae,Exotic
0,Digitaria bicornis,Asia Crabgrass,Poaceae,Exotic
0,Digitaria eriantha,Pangolagrass,Poaceae,Exotic
0,Digitaria longiflora,Indian Crabgrass,Poaceae,Exotic
